27,S,025허0012,2020-04-06,2020-04-08,제주공항,제주공항,120000,4,0,1,0
28,U,025허0013,2020-04-06,2020-04-08,제주공항,제주공항,150000,6,0,1,0
29,V,025허0014,2020-04-06,2020-04-08,제주공항,제주공항,200000,10,0,1,0
30,B,025허0015,2020-04-06,2020-04-08,제주공항,제주공항,500000,45,0,1,0
31,L,025허0001,2020-04-07,2020-04-09,제주공항,제주공항,100000,4,0,1,0
32,S,025허0002,2020-04-07,2020-04-09,제주공항,제주공항,120000,4,0,1,0
33,U,025허0003,2020-04-07,2020-04-09,제주공항,제주공항,170000,6,0,1,0
34,V,025허0004,2020-04-07,2020-04-09,제주공항,제주공항,200000,10,0,1,0
35,B,025허0005,2020-04-07,2020-04-09,제주공항,제주공항,500000,45,0,1,0
36,L,025허0006,2020-04-08,2020-04-10,제주공항,제주공항,90000,4,0,1,0
37,S,025허0007,2020-04-08,2020-04-10,제주공항,제주공항,120000,4,0,1,0
38,U,025허0008,2020-04-08,2020-04-10,제주공항,제주공항,150000,6,0,1,0
39,V,025허0009,2020-04-08,2020-04-10,제주공항,제주공항,200000,10,0,1,0
40,B,025허0010,2020-04-08,2020-04-10,제주공항,제주공항,500000,45,0,1,0
41,L,025허0011,2020-04-09,2020-04-11,제주공항,제주공항,90000,4,0,1,0
42,S,025허0012,2020-04-09,2020-04-11,제주공항,제주공항,120000,4,0,1,0
43,U,025허0013,2020-04-09,2020-04-11,제주공항,제주공항,150000,6,0,1,0
44,V,025허0014,2020-04-09,2020-04-11,제주공항,제주공항,200000,10,0,1,0
45,B,025허0015,2020-04-09,2020-04-11,제주공항,제주공항,500000,45,0,1,0
46,L,025허0001,2020-04-10,2020-04-12,제주공항,제주공항,90000,4,0,1,0
47,S,025허0002,2020-04-10,2020-04-12,제주공항,제주공항,120000,4,0,1,0
48,U,025허0003,2020-04-10,2020-04-12,제주공항,제주공항,150000,6,0,1,0
49,V,025허0004,2020-04-10,2020-04-12,제주공항,제주공항,200000,10,0,1,0
50,B,025허0005,2020-04-10,2020-04-12,제주공항,제주공항,500000,45,0,1,0
51,L,025허0006,2020-04-11,2020-04-13,제주공항,제주공항,100000,4,0,1,0
52,S,025허0007,2020-04-11,2020-04-13,제주공항,제주공항,120000,4,0,1,0
53,U,025허0008,2020-04-11,2020-04-13,제주공항,제주공항,170000,6,0,1,0
54,V,025허0009,2020-04-11,2020-04-13,제주공항,제주공항,200000,10,0,1,0
55,B,025허0010,2020-04-11,2020-04-13,제주공항,제주공항,500000,45,0,1,0
56,L,025허0011,2020-04-12,2020-04-14,제주공항,제주공항,100000,4,0,1,0
57,S,025허0012,2020-04-12,2020-04-14,제주공항,제주공항,120000,4,0,1,0
58,U,025허0013,2020-04-12,2020-04-14,제주공항,제주공항,170000,6,0,1,0
59,V,025허0014,2020-04-12,2020-04-14,제주공항,제주공항,200000,10,0,1,0
60,B,025허0015,2020-04-12,2020-04-14,제주공항,제주공항,500000,45,0,1,0
61,L,025허0001,2020-04-13,2020-04-15,제주공항,제주공항,90000,4,0,1,0
62,S,025허0002,2020-04-13,2020-04-15,제주공항,제주공항,120000,4,0,1,0
63,U,025허0003,2020-04-13,2020-04-15,제주공항,제주공항,150000,6,0,1,0
64,V,025허0004,2020-04-13,2020-04-15,제주공항,제주공항,200000,10,0,1,0
65,B,025허0005,2020-04-13,2020-04-15,제주공항,제주공항,500000,45,0,1,0
66,L,025허0006,2020-04-14,2020-04-16,제주공항,제주공항,90000,4,0,1,0
67,S,025허0007,2020-04-14,2020-04-16,제주공항,제주공항,120000,4,0,1,0
68,U,025허0008,2020-04-14,2020-04-16,제주공항,제주공항,150000,6,0,1,0
69,V,025허0009,2020-04-14,2020-04-16,제주공항,제주공항,200000,10,0,1,0
70,B,025허0010,2020-04-14,2020-04-16,제주공항,제주공항,500000,45,0,1,0
71,L,025허0011,2020-04-15,2020-04-17,제주공항,제주공항,90000,4,0,1,0
72,S,025허0012,2020-04-15,2020-04-17,제주공항,제주공항,120000,4,0,1,0
73,U,025허0013,2020-04-15,2020-04-17,제주공항,제주공항,150000,6,0,1,0
74,V,025허0014,2020-04-15,2020-04-17,제주공항,제주공항,200000,10,0,1,0
75,B,025허0015,2020-04-15,2020-04-17,제주공항,제주공항,500000,45,0,1,0
76,L,025허0001,2020-04-16,2020-04-18,제주공항,제주공항,90000,4,0,1,0
77,S,025허0002,2020-04-16,2020-04-18,제주공항,제주공항,120000,4,0,1,0
78,U,025허0003,2020-04-16,2020-04-18,제주공항,제주공항,150000,6,0,1,0
79,V,025허0004,2020-04-16,2020-04-18,제주공항,제주공항,200000,10,0,1,0
80,B,025허0005,2020-04-16,2020-04-18,제주공항,제주공항,500000,45,0,1,0
81,L,025허0006,2020-04-17,2020-04-19,제주공항,제주공항,90000,4,0,1,0
82,S,025허0007,2020-04-17,2020-04-19,제주공항,제주공항,120000,4,0,1,0
83,U,025허0008,2020-04-17,2020-04-19,제주공항,제주공항,150000,6,0,1,0
84,V,025허0009,2020-04-17,2020-04-19,제주공항,제주공항,200000,10,0,1,0
85,B,025허0010,2020-04-17,2020-04-19,제주공항,제주공항,500000,45,0,1,0
86,L,025허0011,2020-04-18,2020-04-20,제주공항,제주공항,100000,4,0,1,0
87,S,025허0012,2020-04-18,2020-04-20,제주공항,제주공항,120000,4,0,1,0
88,U,025허0013,2020-04-18,2020-04-20,제주공항,제주공항,170000,6,0,1,0
89,V,025허0014,2020-04-18,2020-04-20,제주공항,제주공항,200000,10,0,1,0
90,B,025허0015,2020-04-18,2020-04-20,제주공항,제주공항,500000,45,0,1,0
91,L,025허0001,2020-04-19,2020-04-21,제주공항,제주공항,100000,4,0,1,0
92,S,025허0002,2020-04-19,2020-04-21,제주공항,제주공항,120000,4,0,1,0
93,U,025허0003,2020-04-19,2020-04-21,제주공항,제주공항,170000,6,0,1,0
94,V,025허0004,2020-04-19,2020-04-21,제주공항,제주공항,200000,10,0,1,0
95,B,025허0005,2020-04-19,2020-04-21,제주공항,제주공항,500000,45,0,1,0
96,L,025허0006,2020-04-20,2020-04-22,제주공항,제주공항,90000,4,0,1,0
97,S,025허0007,2020-04-20,2020-04-22,제주공항,제주공항,120000,4,0,1,0
98,U,025허0008,2020-04-20,2020-04-22,제주공항,제주공항,150000,6,0,1,0
99,V,025허0009,2020-04-20,2020-04-22,제주공항,제주공항,200000,10,0,1,0
100,B,025허0010,2020-04-20,2020-04-22,제주공항,제주공항,500000,45,0,1,0
101,L,025허0011,2020-04-21,2020-04-23,제주공항,제주공항,90000,4,0,1,0
102,S,025허0012,2020-04-21,2020-04-23,제주공항,제주공항,120000,4,0,1,0
103,U,025허0013,2020-04-21,2020-04-23,제주공항,제주공항,150000,6,0,1,0
104,V,025허0014,2020-04-21,2020-04-23,제주공항,제주공항,200000,10,0,1,0
105,B,025허0015,2020-04-21,2020-04-23,제주공항,제주공항,500000,45,0,1,0
106,L,025허0001,2020-04-22,2020-04-24,제주공항,제주공항,90000,4,0,1,0
107,S,025허0002,2020-04-22,2020-04-24,제주공항,제주공항,120000,4,0,1,0
108,U,025허0003,2020-04-22,2020-04-24,제주공항,제주공항,150000,6,0,1,0
109,V,025허0004,2020-04-22,2020-04-24,제주공항,제주공항,200000,10,0,1,0
110,B,025허0005,2020-04-22,2020-04-24,제주공항,제주공항,500000,45,0,1,0
111,L,025허0006,2020-04-23,2020-04-25,제주공항,제주공항,90000,4,0,1,0
112,S,025허0007,2020-04-23,2020-04-25,제주공항,제주공항,120000,4,0,1,0
113,U,025허0008,2020-04-23,2020-04-25,제주공항,제주공항,150000,6,0,1,0
114,V,025허0009,2020-04-23,2020-04-25,제주공항,제주공항,200000,10,0,1,0
115,B,025허0010,2020-04-23,2020-04-25,제주공항,제주공항,500000,45,0,1,0
116,L,025허0011,2020-04-24,2020-04-26,제주공항,제주공항,90000,4,0,1,0
117,S,025허0012,2020-04-24,2020-04-26,제주공항,제주공항,120000,4,0,1,0
118,U,025허0013,2020-04-24,2020-04-26,제주공항,제주공항,150000,6,0,1,0
119,V,025허0014,2020-04-24,2020-04-26,제주공항,제주공항,200000,10,0,1,0
120,B,025허0015,2020-04-24,2020-04-26,제주공항,제주공항,500000,45,0,1,0
121,L,025허0001,2020-04-25,2020-04-27,제주공항,제주공항,100000,4,0,1,0
122,S,025허0002,2020-04-25,2020-04-27,제주공항,제주공항,120000,4,0,1,0
123,U,025허0003,2020-04-25,2020-04-27,제주공항,제주공항,170000,6,0,1,0
124,V,025허0004,2020-04-25,2020-04-27,제주공항,제주공항,200000,10,0,1,0
125,B,025허0005,2020-04-25,2020-04-27,제주공항,제주공항,500000,45,0,1,0
126,L,025허0006,2020-04-26,2020-04-28,제주공항,제주공항,100000,4,0,1,0
127,S,025허0007,2020-04-26,2020-04-28,제주공항,제주공항,120000,4,0,1,0
128,U,025허0008,2020-04-26,2020-04-28,제주공항,제주공항,170000,6,0,1,0
129,V,025허0009,2020-04-26,2020-04-28,제주공항,제주공항,200000,10,0,1,0
130,B,025허0010,2020-04-26,2020-04-28,제주공항,제주공항,500000,45,0,1,0
131,L,025허0011,2020-04-27,2020-04-29,제주공항,제주공항,100000,4,0,1,0
132,S,025허0012,2020-04-27,2020-04-29,제주공항,제주공항,120000,4,0,1,0
133,U,025허0013,2020-04-27,2020-04-29,제주공항,제주공항,170000,6,0,1,0
134,V,025허0014,2020-04-27,2020-04-29,제주공항,제주공항,200000,10,0,1,0
135,B,025허0015,2020-04-27,2020-04-29,제주공항,제주공항,500000,45,0,1,0
136,L,025허0001,2020-04-28,2020-04-30,제주공항,제주공항,100000,4,0,1,0
137,S,025허0002,2020-04-28,2020-04-30,제주공항,제주공항,120000,4,0,1,0
138,U,025허0003,2020-04-28,2020-04-30,제주공항,제주공항,170000,6,0,1,0
139,V,025허0004,2020-04-28,2020-04-30,제주공항,제주공항,200000,10,0,1,0
140,B,025허0005,2020-04-28,2020-04-30,제주공항,제주공항,500000,45,0,1,0
141,L,025허0006,2020-04-29,2020-05-01,제주공항,제주공항,100000,4,0,1,0
142,S,025허0007,2020-04-29,2020-05-01,제주공항,제주공항,120000,4,0,1,0
143,U,025허0008,2020-04-29,2020-05-01,제주공항,제주공항,170000,6,0,1,0
144,V,025허0009,2020-04-29,2020-05-01,제주공항,제주공항,200000,10,0,1,0
145,B,025허0010,2020-04-29,2020-05-01,제주공항,제주공항,500000,45,0,1,0
146,L,025허0011,2020-04-30,2020-05-02,제주공항,제주공항,100000,4,0,1,0
147,S,025허0012,2020-04-30,2020-05-02,제주공항,제주공항,120000,4,0,1,0
148,U,025허0013,2020-04-30,2020-05-02,제주공항,제주공항,170000,6,0,1,0
149,V,025허0014,2020-04-30,2020-05-02,제주공항,제주공항,200000,10,0,1,0
150,B,025허0015,2020-04-30,2020-05-02,제주공항,제주공항,500000,45,0,1,0
151,L,032허0001,2020-04-01,2020-04-03,제주공항,제주공항,80000,4,0,1,0
152,S,032허0002,2020-04-01,2020-04-03,제주공항,제주공항,90000,4,0,1,0
153,U,032허0003,2020-04-01,2020-04-03,제주공항,제주공항,110000,6,0,1,0
154,V,032허0004,2020-04-01,2020-04-03,제주공항,제주공항,150000,10,0,1,0
155,B,032허0005,2020-04-01,2020-04-03,제주공항,제주공항,400000,45,0,1,0
156,L,032허0006,2020-04-02,2020-04-04,제주공항,제주공항,90000,4,0,1,0
157,S,032허0007,2020-04-02,2020-04-04,제주공항,제주공항,120000,4,0,1,0
158,U,032허0007,2020-04-02,2020-04-04,제주공항,제주공항,150000,6,0,1,0
159,V,032허0009,2020-04-02,2020-04-04,제주공항,제주공항,200000,10,0,1,0
160,B,032허0010,2020-04-02,2020-04-04,제주공항,제주공항,500000,45,0,1,0
161,L,032허0011,2020-04-03,2020-04-05,제주공항,제주공항,80000,4,0,1,0
162,S,032허0012,2020-04-03,2020-04-05,제주공항,제주공항,90000,4,0,1,0
163,U,032허0013,2020-04-03,2020-04-05,제주공항,제주공항,110000,6,0,1,0
164,V,032허0014,2020-04-03,2020-04-05,제주공항,제주공항,150000,10,0,1,0
165,B,032허0015,2020-04-03,2020-04-05,제주공항,제주공항,400000,45,0,1,0
166,L,032허0001,2020-04-04,2020-04-06,제주공항,제주공항,80000,4,0,1,0
167,S,032허0002,2020-04-04,2020-04-06,제주공항,제주공항,90000,4,0,1,0
168,U,032허0003,2020-04-04,2020-04-06,제주공항,제주공항,110000,6,0,1,0
169,V,032허0004,2020-04-04,2020-04-06,제주공항,제주공항,150000,10,0,1,0
170,B,032허0005,2020-04-04,2020-04-06,제주공항,제주공항,400000,45,0,1,0
171,L,032허0006,2020-04-05,2020-04-07,제주공항,제주공항,80000,4,0,1,0
172,S,032허0007,2020-04-05,2020-04-07,제주공항,제주공항,90000,4,0,1,0
173,U,032허0007,2020-04-05,2020-04-07,제주공항,제주공항,110000,6,0,1,0
174,V,032허0009,2020-04-05,2020-04-07,제주공항,제주공항,150000,10,0,1,0
175,B,032허0010,2020-04-05,2020-04-07,제주공항,제주공항,400000,45,0,1,0
176,L,032허0011,2020-04-06,2020-04-08,제주공항,제주공항,80000,4,0,1,0
177,S,032허0012,2020-04-06,2020-04-08,제주공항,제주공항,90000,4,0,1,0
178,U,032허0013,2020-04-06,2020-04-08,제주공항,제주공항,110000,6,0,1,0
179,V,032허0014,2020-04-06,2020-04-08,제주공항,제주공항,150000,10,0,1,0
180,B,032허0015,2020-04-06,2020-04-08,제주공항,제주공항,400000,45,0,1,0
181,L,032허0001,2020-04-07,2020-04-09,제주공항,제주공항,80000,4,0,1,0
182,S,032허0002,2020-04-07,2020-04-09,제주공항,제주공항,90000,4,0,1,0
183,U,032허0003,2020-04-07,2020-04-09,제주공항,제주공항,110000,6,0,1,0
184,V,032허0004,2020-04-07,2020-04-09,제주공항,제주공항,150000,10,0,1,0
185,B,032허0005,2020-04-07,2020-04-09,제주공항,제주공항,400000,45,0,1,0
186,L,032허0006,2020-04-08,2020-04-10,제주공항,제주공항,90000,4,0,1,0
187,S,032허0007,2020-04-08,2020-04-10,제주공항,제주공항,120000,4,0,1,0
188,U,032허0007,2020-04-08,2020-04-10,제주공항,제주공항,150000,6,0,1,0
189,V,032허0009,2020-04-08,2020-04-10,제주공항,제주공항,200000,10,0,1,0
190,B,032허0010,2020-04-08,2020-04-10,제주공항,제주공항,500000,45,0,1,0
191,L,032허0011,2020-04-09,2020-04-11,제주공항,제주공항,80000,4,0,1,0
192,S,032허0012,2020-04-09,2020-04-11,제주공항,제주공항,90000,4,0,1,0
193,U,032허0013,2020-04-09,2020-04-11,제주공항,제주공항,110000,6,0,1,0
194,V,032허0014,2020-04-09,2020-04-11,제주공항,제주공항,150000,10,0,1,0
195,B,032허0015,2020-04-09,2020-04-11,제주공항,제주공항,400000,45,0,1,0
196,L,032허0001,2020-04-10,2020-04-12,제주공항,제주공항,90000,4,0,1,0
197,S,032허0002,2020-04-10,2020-04-12,제주공항,제주공항,120000,4,0,1,0
198,U,032허0003,2020-04-10,2020-04-12,제주공항,제주공항,150000,6,0,1,0
199,V,032허0004,2020-04-10,2020-04-12,제주공항,제주공항,200000,10,0,1,0
200,B,032허0005,2020-04-10,2020-04-12,제주공항,제주공항,500000,45,0,1,0
201,L,032허0006,2020-04-11,2020-04-13,제주공항,제주공항,80000,4,0,1,0
202,S,032허0007,2020-04-11,2020-04-13,제주공항,제주공항,90000,4,0,1,0
203,U,032허0007,2020-04-11,2020-04-13,제주공항,제주공항,110000,6,0,1,0
204,V,032허0009,2020-04-11,2020-04-13,제주공항,제주공항,150000,10,0,1,0
205,B,032허0010,2020-04-11,2020-04-13,제주공항,제주공항,400000,45,0,1,0
206,L,032허0011,2020-04-12,2020-04-14,제주공항,제주공항,80000,4,0,1,0
207,S,032허0012,2020-04-12,2020-04-14,제주공항,제주공항,90000,4,0,1,0
208,U,032허0013,2020-04-12,2020-04-14,제주공항,제주공항,110000,6,0,1,0
209,V,032허0014,2020-04-12,2020-04-14,제주공항,제주공항,150000,10,0,1,0
210,B,032허0015,2020-04-12,2020-04-14,제주공항,제주공항,400000,45,0,1,0
211,L,032허0001,2020-04-13,2020-04-15,제주공항,제주공항,90000,4,0,1,0
212,S,032허0002,2020-04-13,2020-04-15,제주공항,제주공항,120000,4,0,1,0
213,U,032허0003,2020-04-13,2020-04-15,제주공항,제주공항,150000,6,0,1,0
214,V,032허0004,2020-04-13,2020-04-15,제주공항,제주공항,200000,10,0,1,0
215,B,032허0005,2020-04-13,2020-04-15,제주공항,제주공항,500000,45,0,1,0
216,L,032허0006,2020-04-14,2020-04-16,제주공항,제주공항,90000,4,0,1,0
217,S,032허0007,2020-04-14,2020-04-16,제주공항,제주공항,120000,4,0,1,0
218,U,032허0007,2020-04-14,2020-04-16,제주공항,제주공항,150000,6,0,1,0
219,V,032허0009,2020-04-14,2020-04-16,제주공항,제주공항,200000,10,0,1,0
220,B,032허0010,2020-04-14,2020-04-16,제주공항,제주공항,500000,45,0,1,0
221,L,032허0011,2020-04-15,2020-04-17,제주공항,제주공항,80000,4,0,1,0
222,S,032허0012,2020-04-15,2020-04-17,제주공항,제주공항,90000,4,0,1,0
223,U,032허0013,2020-04-15,2020-04-17,제주공항,제주공항,110000,6,0,1,0
224,V,032허0014,2020-04-15,2020-04-17,제주공항,제주공항,150000,10,0,1,0
225,B,032허0015,2020-04-15,2020-04-17,제주공항,제주공항,400000,45,0,1,0
226,L,032허0001,2020-04-16,2020-04-18,제주공항,제주공항,90000,4,0,1,0
227,S,032허0002,2020-04-16,2020-04-18,제주공항,제주공항,120000,4,0,1,0
228,U,032허0003,2020-04-16,2020-04-18,제주공항,제주공항,150000,6,0,1,0
229,V,032허0004,2020-04-16,2020-04-18,제주공항,제주공항,200000,10,0,1,0
230,B,032허0005,2020-04-16,2020-04-18,제주공항,제주공항,500000,45,0,1,0
231,L,032허0006,2020-04-17,2020-04-19,제주공항,제주공항,90000,4,0,1,0
232,S,032허0007,2020-04-17,2020-04-19,제주공항,제주공항,120000,4,0,1,0
233,U,032허0007,2020-04-17,2020-04-19,제주공항,제주공항,150000,6,0,1,0
234,V,032허0009,2020-04-17,2020-04-19,제주공항,제주공항,200000,10,0,1,0
235,B,032허0010,2020-04-17,2020-04-19,제주공항,제주공항,500000,45,0,1,0
236,L,032허0011,2020-04-18,2020-04-20,제주공항,제주공항,80000,4,0,1,0
237,S,032허0012,2020-04-18,2020-04-20,제주공항,제주공항,90000,4,0,1,0
238,U,032허0013,2020-04-18,2020-04-20,제주공항,제주공항,110000,6,0,1,0
239,V,032허0014,2020-04-18,2020-04-20,제주공항,제주공항,150000,10,0,1,0
240,B,032허0015,2020-04-18,2020-04-20,제주공항,제주공항,400000,45,0,1,0
241,L,032허0001,2020-04-19,2020-04-21,제주공항,제주공항,80000,4,0,1,0
242,S,032허0002,2020-04-19,2020-04-21,제주공항,제주공항,90000,4,0,1,0
243,U,032허0003,2020-04-19,2020-04-21,제주공항,제주공항,110000,6,0,1,0
244,V,032허0004,2020-04-19,2020-04-21,제주공항,제주공항,150000,10,0,1,0
245,B,032허0005,2020-04-19,2020-04-21,제주공항,제주공항,400000,45,0,1,0
246,L,032허0006,2020-04-20,2020-04-22,제주공항,제주공항,90000,4,0,1,0
247,S,032허0007,2020-04-20,2020-04-22,제주공항,제주공항,120000,4,0,1,0
248,U,032허0007,2020-04-20,2020-04-22,제주공항,제주공항,150000,6,0,1,0
249,V,032허0009,2020-04-20,2020-04-22,제주공항,제주공항,200000,10,0,1,0
250,B,032허0010,2020-04-20,2020-04-22,제주공항,제주공항,500000,45,0,1,0
251,L,032허0011,2020-04-21,2020-04-23,제주공항,제주공항,80000,4,0,1,0
252,S,032허0012,2020-04-21,2020-04-23,제주공항,제주공항,90000,4,0,1,0
253,U,032허0013,2020-04-21,2020-04-23,제주공항,제주공항,110000,6,0,1,0
254,V,032허0014,2020-04-21,2020-04-23,제주공항,제주공항,150000,10,0,1,0
255,B,032허0015,2020-04-21,2020-04-23,제주공항,제주공항,400000,45,0,1,0
256,L,032허0001,2020-04-22,2020-04-24,제주공항,제주공항,90000,4,0,1,0
257,S,032허0002,2020-04-22,2020-04-24,제주공항,제주공항,120000,4,0,1,0
258,U,032허0003,2020-04-22,2020-04-24,제주공항,제주공항,150000,6,0,1,0
259,V,032허0004,2020-04-22,2020-04-24,제주공항,제주공항,200000,10,0,1,0
260,B,032허0005,2020-04-22,2020-04-24,제주공항,제주공항,500000,45,0,1,0
261,L,032허0006,2020-04-23,2020-04-25,제주공항,제주공항,90000,4,0,1,0
262,S,032허0007,2020-04-23,2020-04-25,제주공항,제주공항,120000,4,0,1,0
263,U,032허0007,2020-04-23,2020-04-25,제주공항,제주공항,150000,6,0,1,0
264,V,032허0009,2020-04-23,2020-04-25,제주공항,제주공항,200000,10,0,1,0
265,B,032허0010,2020-04-23,2020-04-25,제주공항,제주공항,500000,45,0,1,0
266,L,032허0011,2020-04-24,2020-04-26,제주공항,제주공항,80000,4,0,1,0
267,S,032허0012,2020-04-24,2020-04-26,제주공항,제주공항,90000,4,0,1,0
268,U,032허0013,2020-04-24,2020-04-26,제주공항,제주공항,110000,6,0,1,0
269,V,032허0014,2020-04-24,2020-04-26,제주공항,제주공항,150000,10,0,1,0
270,B,032허0015,2020-04-24,2020-04-26,제주공항,제주공항,400000,45,0,1,0
271,L,032허0001,2020-04-25,2020-04-27,제주공항,제주공항,80000,4,0,1,0
272,S,032허0002,2020-04-25,2020-04-27,제주공항,제주공항,90000,4,0,1,0
273,U,032허0003,2020-04-25,2020-04-27,제주공항,제주공항,110000,6,0,1,0
274,V,032허0004,2020-04-25,2020-04-27,제주공항,제주공항,150000,10,0,1,0
275,B,032허0005,2020-04-25,2020-04-27,제주공항,제주공항,400000,45,0,1,0
276,L,032허0006,2020-04-26,2020-04-28,제주공항,제주공항,80000,4,0,1,0
277,S,032허0007,2020-04-26,2020-04-28,제주공항,제주공항,90000,4,0,1,0
278,U,032허0007,2020-04-26,2020-04-28,제주공항,제주공항,110000,6,0,1,0
279,V,032허0009,2020-04-26,2020-04-28,제주공항,제주공항,150000,10,0,1,0
280,B,032허0010,2020-04-26,2020-04-28,제주공항,제주공항,400000,45,0,1,0
281,L,032허0011,2020-04-27,2020-04-29,제주공항,제주공항,80000,4,0,1,0
282,S,032허0012,2020-04-27,2020-04-29,제주공항,제주공항,90000,4,0,1,0
283,U,032허0013,2020-04-27,2020-04-29,제주공항,제주공항,110000,6,0,1,0
284,V,032허0014,2020-04-27,2020-04-29,제주공항,제주공항,150000,10,0,1,0
285,B,032허0015,2020-04-27,2020-04-29,제주공항,제주공항,400000,45,0,1,0
286,L,032허0001,2020-04-28,2020-04-30,제주공항,제주공항,80000,4,0,1,0
287,S,032허0002,2020-04-28,2020-04-30,제주공항,제주공항,90000,4,0,1,0
288,U,032허0003,2020-04-28,2020-04-30,제주공항,제주공항,110000,6,0,1,0
289,V,032허0004,2020-04-28,2020-04-30,제주공항,제주공항,150000,10,0,1,0
290,B,032허0005,2020-04-28,2020-04-30,제주공항,제주공항,400000,45,0,1,0
291,L,032허0006,2020-04-29,2020-05-01,제주공항,제주공항,80000,4,0,1,0
292,S,032허0007,2020-04-29,2020-05-01,제주공항,제주공항,90000,4,0,1,0
293,U,032허0007,2020-04-29,2020-05-01,제주공항,제주공항,110000,6,0,1,0
294,V,032허0009,2020-04-29,2020-05-01,제주공항,제주공항,150000,10,0,1,0
295,B,032허0010,2020-04-29,2020-05-01,제주공항,제주공항,400000,45,0,1,0
296,L,032허0011,2020-04-30,2020-05-02,제주공항,제주공항,80000,4,0,1,0
297,S,032허0012,2020-04-30,2020-05-02,제주공항,제주공항,90000,4,0,1,0
298,U,032허0013,2020-04-30,2020-05-02,제주공항,제주공항,110000,6,0,1,0
299,V,032허0014,2020-04-30,2020-05-02,제주공항,제주공항,150000,10,0,1,0
300,B,032허0015,2020-04-30,2020-05-02,제주공항,제주공항,400000,45,0,1,0
301,L,京K-M6715,2020-04-01,2020-04-03,베이징공항,베이징공항,140000,4,0,0,0
302,S,京K-M6716,2020-04-01,2020-04-03,베이징공항,베이징공항,150000,4,0,0,0
303,U,京K-M6717,2020-04-01,2020-04-03,베이징공항,베이징공항,160000,6,0,0,0
304,V,京K-M6718,2020-04-01,2020-04-03,베이징공항,베이징공항,160000,10,0,0,0
305,B,京K-M6719,2020-04-01,2020-04-03,베이징공항,베이징공항,580000,45,0,0,0
306,L,京K-M6720,2020-04-02,2020-04-04,베이징공항,베이징공항,130000,4,0,0,0
307,S,京K-M6721,2020-04-02,2020-04-04,베이징공항,베이징공항,150000,4,0,0,0
308,U,京K-M6722,2020-04-02,2020-04-04,베이징공항,베이징공항,180000,6,0,0,0
309,V,京K-M6723,2020-04-02,2020-04-04,베이징공항,베이징공항,200000,10,0,0,0
310,B,京K-M6724,2020-04-02,2020-04-04,베이징공항,베이징공항,650000,45,0,0,0
311,L,京K-M6725,2020-04-03,2020-04-05,베이징공항,베이징공항,130000,4,0,0,0
312,S,京K-M6726,2020-04-03,2020-04-05,베이징공항,베이징공항,150000,4,0,0,0
313,U,京K-M6727,2020-04-03,2020-04-05,베이징공항,베이징공항,180000,6,0,0,0
314,V,京K-M6728,2020-04-03,2020-04-05,베이징공항,베이징공항,200000,10,0,0,0
315,B,京K-M6729,2020-04-03,2020-04-05,베이징공항,베이징공항,650000,45,0,0,0
316,L,京K-M6715,2020-04-04,2020-04-06,베이징공항,베이징공항,140000,4,0,0,0
