pno,ano
264,1509
264,1510
264,1511
264,1512
85,1513
85,1514
85,1515
85,1516
85,1517
85,1518
86,1519
86,1520
86,1521
86,1522
86,1523
86,1524
87,1525
87,1526
87,1527
87,1528
87,1529
87,1530
175,1531
175,1532
175,1533
175,1534
175,1535
175,1536
176,1537
176,1538
176,1539
176,1540
176,1541
176,1542
177,1543
177,1544
177,1545
177,1546
177,1547
177,1548
265,1549
265,1550
265,1551
265,1552
265,1553
265,1554
266,1555
266,1556
266,1557
266,1558
266,1559
266,1560
267,1561
267,1562
267,1563
267,1564
267,1565
267,1566
88,1567
88,1568
88,1569
88,1570
88,1571
88,1572
89,1573
89,1574
89,1575
89,1576
89,1577
89,1578
90,1579
90,1580
90,1581
90,1582
90,1583
90,1584
178,1585
178,1586
178,1587
178,1588
178,1589
178,1590
179,1591
179,1592
179,1593
179,1594
179,1595
179,1596
180,1597
180,1598
180,1599
180,1600
180,1601
180,1602
268,1603
268,1604
268,1605
268,1606
268,1607
268,1608
269,1609
269,1610
269,1611
269,1612
269,1613
269,1614
270,1615
270,1616
270,1617
270,1618
270,1619
270,1620
271,1621
271,1622
271,1623
271,1624
271,1625
271,1626
272,1627
272,1628
272,1629
272,1630
272,1631
272,1632
273,1633
273,1634
273,1635
273,1636
273,1637
273,1638
361,1639
361,1640
361,1641
361,1642
361,1643
361,1644
362,1645
362,1646
362,1647
362,1648
362,1649
362,1650
363,1651
363,1652
363,1653
363,1654
363,1655
363,1656
451,1657
451,1658
451,1659
451,1660
451,1661
451,1662
452,1663
452,1664
452,1665
452,1666
452,1667
452,1668
453,1669
453,1670
453,1671
453,1672
453,1673
453,1674
274,1675
274,1676
274,1677
274,1678
274,1679
274,1680
275,1681
275,1682
275,1683
275,1684
275,1685
275,1686
276,1687
276,1688
276,1689
276,1690
276,1691
276,1692
364,1693
364,1694
364,1695
364,1696
364,1697
364,1698
365,1699
365,1700
365,1701
365,1702
365,1703
365,1704
366,1705
366,1706
366,1707
366,1708
366,1709
366,1710
454,1711
454,1712
454,1713
454,1714
454,1715
454,1716
455,1717
455,1718
455,1719
455,1720
455,1721
455,1722
456,1723
456,1724
456,1725
456,1726
456,1727
456,1728
277,1729
367,1730
277,1731
367,1732
277,1733
367,1734
277,1735
367,1736
277,1737
367,1738
277,1739
367,1740
278,1741
278,1742
278,1743
278,1744
278,1745
278,1746
279,1747
279,1748
279,1749
279,1750
279,1751
279,1752
368,1753
368,1754
368,1755
368,1756
368,1757
368,1758
369,1759
369,1760
369,1761
369,1762
369,1763
369,1764
457,1765
457,1766
457,1767
457,1768
457,1769
457,1770
458,1771
458,1772
458,1773
458,1774
458,1775
458,1776
459,1777
459,1778
459,1779
459,1780
459,1781
459,1782
280,1783
280,1784
280,1785
280,1786
280,1787
280,1788
281,1789
281,1790
281,1791
281,1792
281,1793
281,1794
282,1795
282,1796
282,1797
282,1798
282,1799
282,1800
370,1801
370,1802
370,1803
370,1804
370,1805
370,1806
371,1807
371,1808
371,1809
371,1810
371,1811
371,1812
372,1813
372,1814
372,1815
372,1816
372,1817
372,1818
460,1819
460,1820
460,1821
460,1822
460,1823
460,1824
461,1825
461,1826
461,1827
461,1828
461,1829
461,1830
462,1831
462,1832
462,1833
462,1834
462,1835
462,1836
283,1837
283,1838
283,1839
283,1840
283,1841
283,1842
284,1843
284,1844
284,1845
284,1846
284,1847
284,1848
285,1849
285,1850
285,1851
285,1852
285,1853
285,1854
373,1855
373,1856
373,1857
373,1858
373,1859
373,1860
374,1861
374,1862
374,1863
374,1864
374,1865
374,1866
375,1867
375,1868
375,1869
375,1870
375,1871
375,1872
463,1873
463,1874
463,1875
463,1876
463,1877
463,1878
464,1879
464,1880
464,1881
464,1882
464,1883
464,1884
465,1885
465,1886
465,1887
465,1888
465,1889
465,1890
286,1891
286,1892
286,1893
286,1894
286,1895
286,1896
287,1897
287,1898
287,1899
287,1900
287,1901
287,1902
288,1903
288,1904
288,1905
288,1906
288,1907
288,1908
376,1909
376,1910
376,1911
376,1912
376,1913
376,1914
377,1915
377,1916
377,1917
377,1918
377,1919
377,1920
378,1921
378,1922
378,1923
378,1924
378,1925
378,1926
466,1927
466,1928
466,1929
466,1930
466,1931
466,1932
467,1933
467,1934
467,1935
467,1936
467,1937
467,1938
468,1939
468,1940
468,1941
468,1942
468,1943
468,1944
289,1945
289,1946
289,1947
289,1948
289,1949
289,1950
290,1951
290,1952
290,1953
290,1954
290,1955
290,1956
291,1957
291,1958
291,1959
291,1960
291,1961
291,1962
379,1963
379,1964
379,1965
379,1966
379,1967
379,1968
380,1969
380,1970
380,1971
380,1972
380,1973
380,1974
381,1975
381,1976
381,1977
381,1978
381,1979
381,1980
469,1981
469,1982
469,1983
469,1984
469,1985
469,1986
470,1987
470,1988
470,1989
470,1990
470,1991
470,1992
471,1993
471,1994
471,1995
471,1996
471,1997
471,1998
292,1999
292,2000
292,2001
292,2002
292,2003
292,2004
293,2005
293,2006
293,2007
293,2008
293,2009
293,2010
294,2011
294,2012
294,2013
294,2014
294,2015
294,2016
382,2017
382,2018
382,2019
382,2020
382,2021
382,2022
383,2023
383,2024
383,2025
383,2026
383,2027
383,2028
384,2029
384,2030
384,2031
384,2032
384,2033
384,2034
472,2035
472,2036
472,2037
472,2038
472,2039
472,2040
473,2041
473,2042
473,2043
473,2044
473,2045
473,2046
474,2047
474,2048
474,2049
474,2050
474,2051
474,2052
295,2053
295,2054
295,2055
295,2056
295,2057
295,2058
296,2059
296,2060
296,2061
296,2062
296,2063
296,2064
297,2065
297,2066
297,2067
297,2068
297,2069
297,2070
385,2071
385,2072
385,2073
385,2074
385,2075
385,2076
386,2077
386,2078
386,2079
386,2080
386,2081
386,2082
387,2083
387,2084
387,2085
387,2086
387,2087
387,2088
475,2089
475,2090
475,2091
475,2092
475,2093
475,2094
476,2095
476,2096
476,2097
476,2098
476,2099
476,2100
477,2101
477,2102
477,2103
477,2104
477,2105
477,2106
298,2107
298,2108
298,2109
298,2110
298,2111
298,2112
299,2113
299,2114
299,2115
299,2116
299,2117
299,2118
300,2119
300,2120
300,2121
300,2122
300,2123
300,2124
388,2125
388,2126
388,2127
388,2128
388,2129
388,2130
389,2131
389,2132
389,2133
389,2134
389,2135
389,2136
390,2137
390,2138
390,2139
390,2140
390,2141
390,2142
478,2143
478,2144
478,2145
478,2146
478,2147
478,2148
479,2149
479,2150
479,2151
479,2152
479,2153
479,2154
480,2155
480,2156
480,2157
480,2158
480,2159
480,2160
301,2161
301,2162
301,2163
301,2164
301,2165
301,2166
302,2167
302,2168
302,2169
302,2170
302,2171
302,2172
303,2173
303,2174
303,2175
303,2176
303,2177
303,2178
391,2179
391,2180
391,2181
391,2182
391,2183
391,2184
392,2185
392,2186
392,2187
392,2188
392,2189
392,2190
393,2191
393,2192
393,2193
393,2194
393,2195
393,2196
481,2197
481,2198
481,2199
481,2200
481,2201
481,2202
482,2203
482,2204
482,2205
482,2206
482,2207
482,2208
483,2209
483,2210
483,2211
483,2212
483,2213
483,2214
304,2215
304,2216
304,2217
304,2218
304,2219
304,2220
305,2221
305,2222
305,2223
305,2224
305,2225
305,2226
306,2227
306,2228
306,2229
306,2230
306,2231
306,2232
394,2233
394,2234
394,2235
394,2236
394,2237
394,2238
395,2239
395,2240
395,2241
395,2242
395,2243
395,2244
396,2245
396,2246
396,2247
396,2248
396,2249
396,2250
484,2251
484,2252
484,2253
484,2254
484,2255
484,2256
485,2257
485,2258
485,2259
485,2260
485,2261
485,2262
486,2263
486,2264
486,2265
486,2266
486,2267
486,2268
307,2269
307,2270
307,2271
307,2272
307,2273
307,2274
308,2275
308,2276
308,2277
308,2278
308,2279
308,2280
309,2281
309,2282
309,2283
309,2284
309,2285
309,2286
397,2287
397,2288
397,2289
397,2290
397,2291
397,2292
398,2293
398,2294
398,2295
398,2296
398,2297
398,2298
399,2299
399,2300
399,2301
399,2302
399,2303
399,2304
487,2305
487,2306
487,2307
487,2308
487,2309
487,2310
488,2311
488,2312
488,2313
488,2314
488,2315
488,2316
489,2317
489,2318
489,2319
489,2320
489,2321
489,2322
310,2323
310,2324
310,2325
310,2326
310,2327
310,2328
311,2329
311,2330
311,2331
311,2332
311,2333
311,2334
312,2335
312,2336
312,2337
312,2338
312,2339
312,2340
400,2341
400,2342
400,2343
400,2344
400,2345
400,2346
401,2347
401,2348
401,2349
401,2350
401,2351
401,2352
402,2353
402,2354
402,2355
402,2356
402,2357
402,2358
490,2359
490,2360
490,2361
490,2362
490,2363
490,2364
491,2365
491,2366
491,2367
491,2368
491,2369
491,2370
492,2371
492,2372
492,2373
492,2374
492,2375
492,2376
313,2377
313,2378
313,2379
313,2380
313,2381
313,2382
314,2383
314,2384
314,2385
314,2386
314,2387
314,2388
315,2389
315,2390
315,2391
315,2392
315,2393
315,2394
403,2395
403,2396
403,2397
403,2398
403,2399
403,2400
404,2401
404,2402
404,2403
404,2404
404,2405
404,2406
405,2407
405,2408
405,2409
405,2410
405,2411
405,2412
493,2413
493,2414
493,2415
493,2416
493,2417
493,2418
494,2419
494,2420
494,2421
494,2422
494,2423
494,2424
495,2425
495,2426
495,2427
495,2428
495,2429
495,2430
316,2431
316,2432
316,2433
316,2434
316,2435
316,2436
317,2437
317,2438
317,2439
317,2440
317,2441
317,2442
318,2443
318,2444
318,2445
318,2446
318,2447
318,2448
319,2449
406,2450
406,2451
406,2452
406,2453
406,2454
406,2455
407,2456
407,2457
407,2458
407,2459
407,2460
407,2461
408,2462
408,2463
408,2464
408,2465
408,2466
408,2467
496,2468
496,2469
496,2470
496,2471
496,2472
496,2473
497,2474
497,2475
497,2476
497,2477
497,2478
497,2479
498,2480
498,2481
498,2482
498,2483
498,2484
498,2485
319,2486
319,2487
319,2488
319,2489
319,2490
320,2491
320,2492
320,2493
320,2494
320,2495
320,2496
321,2497
321,2498
321,2499
321,2500
321,2501
321,2502
409,2503
409,2504
409,2505
409,2506
409,2507
409,2508
410,2509
410,2510
410,2511
410,2512
410,2513
410,2514
411,2515
411,2516
411,2517
411,2518
411,2519
411,2520
499,2521
499,2522
499,2523
499,2524
499,2525
499,2526
500,2527
500,2528
500,2529
500,2530
500,2531
500,2532
501,2533
501,2534
501,2535
501,2536
501,2537
501,2538
322,2539
322,2540
322,2541
322,2542
322,2543
322,2544
323,2545
323,2546
323,2547
323,2548
323,2549
323,2550
324,2551
324,2552
324,2553
324,2554
324,2555
324,2556
412,2557
412,2558
412,2559
412,2560
412,2561
412,2562
413,2563
413,2564
413,2565
413,2566
413,2567
413,2568
414,2569
414,2570
414,2571
414,2572
414,2573
414,2574
502,2575
502,2576
502,2577
502,2578
502,2579
502,2580
503,2581
503,2582
503,2583
503,2584
503,2585
503,2586
504,2587
504,2588
504,2589
504,2590
504,2591
504,2592
325,2593
325,2594
325,2595
325,2596
325,2597
325,2598
326,2599
326,2600
326,2601
326,2602
326,2603
326,2604
327,2605
327,2606
327,2607
327,2608
327,2609
327,2610
415,2611
415,2612
415,2613
415,2614
415,2615
415,2616
416,2617
416,2618
416,2619
416,2620
416,2621
416,2622
417,2623
417,2624
417,2625
417,2626
417,2627
417,2628
505,2629
505,2630
505,2631
505,2632
505,2633
505,2634
506,2635
506,2636
506,2637
506,2638
506,2639
506,2640
507,2641
507,2642
507,2643
507,2644
507,2645
507,2646
328,2647
328,2648
328,2649
328,2650
328,2651
328,2652
329,2653
329,2654
329,2655
329,2656
329,2657
329,2658
330,2659
330,2660
330,2661
330,2662
330,2663
330,2664
418,2665
418,2666
418,2667
418,2668
418,2669
418,2670
419,2671
419,2672
419,2673
419,2674
419,2675
419,2676
420,2677
420,2678
420,2679
420,2680
420,2681
420,2682
508,2683
508,2684
508,2685
508,2686
508,2687
508,2688
509,2689
509,2690
509,2691
509,2692
509,2693
509,2694
510,2695
510,2696
510,2697
510,2698
510,2699
510,2700
331,2701
331,2702
331,2703
331,2704
331,2705
331,2706
332,2707
332,2708
332,2709
332,2710
332,2711
332,2712
333,2713
333,2714
333,2715
333,2716
333,2717
333,2718
421,2719
421,2720
421,2721
421,2722
421,2723
421,2724
422,2725
422,2726
422,2727
422,2728
422,2729
422,2730
423,2731
423,2732
423,2733
423,2734
423,2735
423,2736
511,2737
511,2738
511,2739
511,2740
511,2741
511,2742
512,2743
512,2744
512,2745
512,2746
512,2747
512,2748
513,2749
513,2750
513,2751
513,2752
513,2753
513,2754
334,2755
334,2756
334,2757
334,2758
334,2759
334,2760
335,2761
335,2762
335,2763
335,2764
335,2765
335,2766
336,2767
336,2768
336,2769
336,2770
336,2771
336,2772
424,2773
424,2774
424,2775
424,2776
424,2777
424,2778
425,2779
425,2780
425,2781
425,2782
425,2783
425,2784
426,2785
426,2786
426,2787
426,2788
426,2789
426,2790
514,2791
514,2792
514,2793
514,2794
514,2795
514,2796
515,2797
515,2798
515,2799
515,2800
515,2801
515,2802
516,2803
516,2804
516,2805
516,2806
516,2807
516,2808
337,2809
337,2810
337,2811
337,2812
337,2813
337,2814
338,2815
338,2816
338,2817
338,2818
338,2819
338,2820
339,2821
339,2822
339,2823
339,2824
339,2825
339,2826
427,2827
427,2828
427,2829
427,2830
427,2831
427,2832
428,2833
428,2834
428,2835
428,2836
428,2837
428,2838
429,2839
429,2840
429,2841
429,2842
429,2843
429,2844
517,2845
517,2846
517,2847
517,2848
517,2849
517,2850
518,2851
518,2852
518,2853
518,2854
518,2855
518,2856
519,2857
519,2858
519,2859
519,2860
519,2861
519,2862
340,2863
340,2864
340,2865
340,2866
340,2867
340,2868
341,2869
341,2870
341,2871
341,2872
341,2873
341,2874
342,2875
342,2876
342,2877
342,2878
342,2879
342,2880
430,2881
430,2882
430,2883
430,2884
430,2885
430,2886
431,2887
431,2888
431,2889
431,2890
431,2891
431,2892
432,2893
432,2894
432,2895
432,2896
432,2897
432,2898
520,2899
520,2900
520,2901
520,2902
520,2903
520,2904
521,2905
521,2906
521,2907
521,2908
521,2909
521,2910
522,2911
522,2912
522,2913
522,2914
522,2915
522,2916
343,2917
343,2918
343,2919
343,2920
343,2921
343,2922
344,2923
344,2924
344,2925
344,2926
344,2927
344,2928
345,2929
345,2930
345,2931
345,2932
345,2933
345,2934
433,2935
433,2936
433,2937
433,2938
433,2939
433,2940
434,2941
434,2942
434,2943
434,2944
434,2945
434,2946
435,2947
435,2948
435,2949
435,2950
435,2951
435,2952
523,2953
523,2954
523,2955
523,2956
523,2957
523,2958
524,2959
524,2960
524,2961
524,2962
524,2963
524,2964
525,2965
525,2966
525,2967
525,2968
525,2969
525,2970
346,2971
346,2972
346,2973
346,2974
346,2975
346,2976
347,2977
347,2978
347,2979
347,2980
347,2981
347,2982
348,2983
348,2984
348,2985
348,2986
348,2987
348,2988
436,2989
436,2990
436,2991
436,2992
436,2993
436,2994
437,2995
437,2996
437,2997
